-4.004117495288823648e+03,4.249000903932493202e+03,3.862167575938048230e+03
-2.242573501562382262e+03,-3.675921023410656971e+02,3.755598493701312691e+03
5.261727109873821973e+03,7.585715090951389357e+02,6.749875181100694135e+03
7.936902551217715882e+03,7.918361023653877737e+02,4.915026698407766162e+03
7.471976797498804444e+03,2.968821196720120497e+03,2.581987868725676890e+03
1.010735198190123265e+04,1.198233338112254751e+04,7.085476129091281109e+03
5.888719243538043884e+02,8.841990323575118964e+03,2.077019995580675186e+03
-5.219442878418608416e+02,1.037308495945310096e+04,5.476227707421832747e+03
-4.731140241576822518e+03,3.446300919522702770e+03,3.151863172831790052e+03
-3.564997419578267909e+03,-1.765693258478742564e+03,2.449892918867167282e+03
3.266062334558429939e+03,-1.312770504342043978e+03,4.770928748967043248e+03
7.191141463488396766e+03,-2.960222348572249729e+01,4.185983953860187285e+03
7.998913108416129035e+03,3.420080269515653072e+03,3.125642522824741263e+03
7.112354574159287949e+03,8.911658735258810339e+03,4.107197064531076649e+03
3.917057414995147155e+03,1.209449857609467108e+04,5.421923829403757736e+03
-1.579955967402669103e+03,9.239396041770500233e+03,4.434934371042763814e+03
-4.092795660540958579e+03,4.008738811568925485e+03,3.806734193361338839e+03
-3.774406077920593816e+03,-2.051008605810709923e+03,2.257010700018526222e+03
9.247706407079881501e+02,-3.729968887182126764e+03,2.446163494610286307e+03
7.717434230266072518e+03,4.207838543023117950e+02,4.728803160131547884e+03
8.374306374909487204e+03,3.719566847019369561e+03,3.517562228811783825e+03
9.337935508985583510e+03,1.106133298109546558e+04,6.349304438851057057e+03
1.571412837990657408e+03,9.672947310100540562e+03,3.092805691892953746e+03
-1.423443657025843549e+03,9.320001663157685471e+03,4.607973120913275125e+03
-4.987265717898360890e+03,3.038142272929354021e+03,2.928596545494584007e+03
-8.780402803161719021e+02,7.692307105115428385e+02,5.169708907113596069e+03
3.672192909863244040e+03,-1.058673099309040481e+03,5.209918173256189220e+03
5.942975861895125490e+03,-1.429800995350803987e+03,2.970677201251248789e+03
1.098401253940494826e+04,6.253146530232661462e+03,6.143600802797892356e+03
9.118095754324500376e+03,1.076536674515221421e+04,6.145797093680622311e+03
2.930486001891681553e+03,1.095589399271939510e+04,4.468211265284625370e+03
-1.365338149135480762e+03,9.301980689765878196e+03,4.682411038294285390e+03
-2.794821630310815635e+03,5.154249762116463899e+03,5.137176898167714171e+03
-1.469601013040253974e+03,1.013333793870254169e+02,4.594284439475098225e+03
3.619591477019579543e+03,-1.187611130553140129e+03,5.173453005498109633e+03
7.117648969916840542e+03,-3.314644857295252791e+02,4.161486574358547841e+03
9.425659204265863082e+03,4.618456596693142274e+03,4.601383732744393456e+03
7.011887844209940340e+03,8.582822236637217429e+03,4.055725448651645820e+03
3.229591168507096427e+03,1.117866256093437369e+04,4.783452696985624243e+03
-1.758436068370687735e+03,8.832546172130236300e+03,4.305449384144662872e+03
-3.958403454547327783e+03,3.914130914753084653e+03,3.989533092002287958e+03
-2.731116170259480441e+03,-1.236718800959067721e+03,3.348707300326958375e+03
1.993934695972949612e+03,-2.889804934726636930e+03,3.563734242522566092e+03
8.429079861191279633e+03,9.034293824180467709e+02,5.488855483704072867e+03
7.907578005577457589e+03,3.023838374877870137e+03,3.099240552127074352e+03
7.224972607519300254e+03,8.719369976819711155e+03,4.284748230032092579e+03
3.936555337718863484e+03,1.180908970701927501e+04,5.506354884268477690e+03
-5.299301425687469873e+02,9.984515074805311087e+03,5.549893328017689782e+03
-3.539445103370950164e+03,4.256361528310099857e+03,4.424229123303705819e+03
-2.448562994208702548e+03,-1.030893362527652243e+03,3.646998156502776510e+03
3.286500907494626517e+03,-1.673966460824322439e+03,4.872038134169283694e+03
8.637300632959077120e+03,1.034922416566482980e+03,5.712813935596911506e+03
6.817119049965625891e+03,1.856651681646675115e+03,2.024519276640281987e+03
7.791652876467464921e+03,9.209322508148512497e+03,4.867166179105297488e+03
3.907070587250389508e+03,1.170287721893143680e+04,5.492607813925043956e+03
-1.586621934671307145e+03,8.851095545083388060e+03,4.508939216040170322e+03
-2.296500905251679796e+03,5.422397003023776961e+03,5.682708584239200718e+03
-2.491230917212665645e+03,-1.150470008937208604e+03,3.619865496315037944e+03
2.891473227890297494e+03,-2.145902863834244727e+03,4.492545717381179202e+03
6.917095278697212052e+03,-7.621916611009760345e+02,4.008143844151270514e+03
8.225560155380073411e+03,3.188184063655530281e+03,3.448495644870954948e+03
5.949146250501966279e+03,7.289907158777421500e+03,3.040194815956023376e+03
3.411062946134784397e+03,1.112996085441023934e+04,5.012135435625663376e+03
-2.412843302803989900e+03,7.947965453545111814e+03,3.698253110723711870e+03
