-7.121498317662730813e+06,6.634775682337269187e+06
-4.238233756576941349e+06,8.053430726055921987e+05
3.877825123035142198e+06,2.543264952217675280e+06
5.310773639195112512e+06,6.310773639195110649e+06
3.953994550296660513e+06,1.366669172111412697e+07
-5.097056667231580243e+06,1.099377750358588621e+07
-7.552676465086571872e+06,6.273230136433368549e+06
-1.392897938784200698e+06,3.720311491918273270e+06
4.314750343608662486e+06,3.049822774311136454e+06
8.665590822212422267e+06,9.735223423732362688e+06
4.780915783797362819e+06,1.456324555613476783e+07
-2.126187993804284371e+06,1.403427877853312157e+07
-6.669505150935471058e+06,7.225315572863352485e+06
-2.556417511101523414e+06,2.625706041879833676e+06
2.799546335963624064e+06,1.603532888944980688e+06
6.993497321467128582e+06,8.132044045265951194e+06
3.274539666520558298e+06,1.312578356113684736e+07
-3.767792196978431195e+06,1.246158869763785973e+07
-7.043248220386011526e+06,6.919781261795550585e+06
-4.301653128673834726e+06,9.486791826902613975e+05
4.396337178929414600e+06,3.268532490293510258e+06
5.856447724188731052e+06,7.063203206370292231e+06
3.288633192346849479e+06,1.320808584534587525e+07
-3.158127457378120162e+05,1.598177690726121515e+07
-6.258418711003710516e+06,7.772126796271868981e+06
-3.134669494286001194e+06,2.183178842172111850e+06
3.643932336122922599e+06,2.583643672581035178e+06
7.993786850683918223e+06,9.268058357959497720e+06
3.460375257070792839e+06,1.344734393516383693e+07
-1.644210919920765562e+06,1.472089475817227922e+07
-7.789573872301502153e+06,6.307807097903152928e+06
-2.990812970377635676e+06,2.393870829009553883e+06
3.009513150361650158e+06,2.016059949748839252e+06
4.458571872708797455e+06,5.799678842913452536e+06
3.836685448735155165e+06,1.389048958975727484e+07
-3.580604783847593702e+06,1.285133635717452876e+07
-7.044466708473115228e+06,7.119080897693343461e+06
-1.737858319369671168e+06,3.712992115979321301e+06
3.822097668783838395e+06,2.894811104132830165e+06
7.731882815715694800e+06,9.139156421882152557e+06
1.992588733515209751e+06,1.211255951049913280e+07
-2.609863779858920258e+06,1.388824399712500535e+07
-6.618504793469084427e+06,7.610551942963055335e+06
-5.905922412805048749e+06,-3.895628471903749742e+05
1.607278247719923966e+06,7.455008133345968090e+05
6.515745367524531670e+06,7.988528103956670500e+06
4.883030925156955607e+06,1.506851083240655996e+07
-5.166723981098510325e+06,1.139689292615109682e+07
-7.947463708810263313e+06,6.346455580103022046e+06
-2.257597354692316614e+06,3.323624763403502293e+06
4.010519467751518358e+06,3.213604585847336799e+06
7.911792984031466767e+06,9.449438272944752127e+06
3.668129859891239554e+06,1.391847231962198950e+07
-2.423182397232082672e+06,1.420529706249866821e+07
-4.764495929070507176e+06,9.593649888339186087e+06
-3.144233462607606314e+06,2.501215183984619565e+06
7.141359832725657150e+06,6.408671479317882098e+06
7.548027820945071988e+06,9.149899638354763389e+06
1.328855642921682913e+06,1.164342463114883937e+07
-2.060177579355390975e+06,1.463252840887176804e+07
-7.108174862635008059e+06,7.313571657005821355e+06
-4.181413818983311765e+06,1.527635529840051197e+06
5.100464747300393879e+06,4.431377096123755910e+06
7.498641993647618219e+06,9.164114513288447633e+06
8.618441263464950025e+05,1.124001381680478901e+07
-3.570669436264047399e+06,1.318563725419425033e+07
-6.562982790598364547e+06,7.921748463556193747e+06
-3.689912427670082543e+06,2.082121655667009298e+06
3.200849360826191027e+06,2.594746444163282402e+06
6.042421929071586579e+06,7.770879183226143941e+06
3.507984916040349286e+06,1.394913934101237170e+07
-1.133381524323543301e+06,1.568590990064848214e+07
-8.510827283108748496e+06,6.036282273089352995e+06
-2.437582599281643983e+06,3.396829786098991986e+06
